brand,category,age_months,original_price,condition_score,condition_label,ram_gb,storage_gb,has_original_box,num_repairs,resale_price
Acer,laptop,40,25700.0,80,excellent,32,512,1,1,16469.25
Samsung,phone,9,52900.0,25,poor,8,64,1,0,42944.48
MSI,laptop,16,80700.0,70,excellent,32,512,0,0,66414.04
Oppo,phone,4,25700.0,49,good,6,64,1,0,23877.63
OnePlus,phone,54,70700.0,21,poor,4,512,1,1,28241.13
Dell,laptop,54,92200.0,7,poor,8,512,1,0,40409.71
Acer,laptop,43,60900.0,5,poor,32,1024,0,0,30485.65
HP,laptop,5,75100.0,24,poor,8,512,0,0,63679.96
Xiaomi,phone,32,37300.0,7,poor,8,64,1,0,21059.72
Oppo,phone,15,19100.0,78,excellent,32,512,1,0,17193.14
Realme,phone,50,20300.0,59,good,16,256,0,0,11047.83
Asus,laptop,15,76400.0,42,fair,8,256,1,0,64000.66
Dell,laptop,15,68100.0,78,excellent,64,512,0,0,57107.15
HP,laptop,33,93300.0,63,good,4,256,0,0,66323.31
Asus,laptop,8,98800.0,19,poor,64,256,1,0,81059.44
HP,laptop,55,95500.0,11,poor,8,256,1,0,40099.62
OnePlus,phone,1,72500.0,62,good,32,256,0,0,72632.79
OnePlus,phone,17,58600.0,32,fair,32,256,1,0,46715.64
Lenovo,laptop,28,32900.0,69,excellent,8,512,0,0,24607.12
HP,laptop,26,66900.0,82,excellent,16,256,1,0,51205.01
MSI,laptop,9,80400.0,48,good,16,1024,1,0,69063.33
HP,laptop,36,74100.0,6,poor,32,512,1,1,38909.28
Acer,laptop,40,29200.0,80,excellent,8,512,0,1,18953.99
HP,laptop,38,71500.0,23,poor,64,1024,0,1,38113.63
Xiaomi,phone,29,18200.0,31,fair,4,512,1,0,11589.54
Xiaomi,phone,48,33800.0,94,new,32,256,1,0,21410.37
Apple,laptop,29,83600.0,27,fair,4,1024,0,1,49011.12
Acer,laptop,23,80700.0,8,poor,8,256,0,0,53039.83
Acer,laptop,53,69000.0,36,fair,64,256,1,0,32448.45
Apple,phone,13,129100.0,15,poor,12,128,0,1,90387.4
OnePlus,phone,10,79900.0,25,poor,8,256,0,0,64104.84
Xiaomi,phone,3,11700.0,61,good,6,512,1,0,11152.78
Vivo,phone,33,37500.0,57,good,32,64,1,0,26758.94
Xiaomi,phone,9,34100.0,47,good,12,128,0,1,29541.97
HP,laptop,44,110000.0,96,new,64,256,0,1,67101.91
HP,laptop,51,42000.0,14,poor,4,1024,0,0,17454.61
Xiaomi,phone,49,12000.0,29,fair,32,256,1,1,5416.18
Xiaomi,phone,13,19900.0,42,fair,16,512,1,0,16445.92
Lenovo,laptop,42,92000.0,8,poor,8,256,0,0,45756.33
Oppo,phone,40,44400.0,61,good,8,64,1,0,27203.62
HP,laptop,6,65800.0,23,poor,64,256,1,0,56447.92
Oppo,phone,33,11500.0,72,excellent,8,512,1,0,8051.66
Realme,phone,31,31500.0,78,excellent,32,128,0,0,22578.1
Xiaomi,phone,25,10200.0,64,good,8,128,1,1,7273.3
Dell,laptop,31,71300.0,41,fair,4,1024,0,0,47709.51
Vivo,phone,42,37200.0,6,poor,16,128,0,0,19029.71
Apple,phone,1,71900.0,52,good,8,256,1,0,74398.16
Apple,phone,36,106300.0,12,poor,4,64,1,1,59660.73
OnePlus,phone,49,25400.0,42,fair,12,512,0,1,12263.28
Samsung,phone,47,38100.0,71,excellent,16,128,1,0,22622.04
Vivo,phone,3,16000.0,74,excellent,6,128,0,0,16768.5
Apple,phone,24,73200.0,33,fair,4,512,1,2,47773.04
Lenovo,laptop,18,59000.0,61,good,32,512,0,0,47501.07
Apple,phone,9,116800.0,84,excellent,4,512,1,3,98187.35
Lenovo,laptop,21,77800.0,42,fair,4,1024,1,0,57189.63
Oppo,phone,45,13400.0,31,fair,12,128,1,0,6974.77
Oppo,phone,20,43900.0,71,excellent,16,256,0,0,35268.09
Acer,laptop,28,77000.0,98,new,16,256,1,0,63790.09
Asus,laptop,33,128100.0,5,poor,32,1024,0,1,69036.32
MSI,laptop,15,93000.0,10,poor,32,256,1,1,66007.2
Dell,laptop,15,92800.0,17,poor,16,512,1,0,70661.84
Dell,laptop,29,103200.0,75,excellent,4,256,0,1,76107.86
Samsung,phone,12,54600.0,72,excellent,4,64,1,0,50467.0
MSI,laptop,50,60300.0,63,good,32,1024,0,0,32055.74
Oppo,phone,32,22100.0,95,new,12,512,1,0,17089.29
Vivo,phone,16,30600.0,71,excellent,8,128,1,1,25988.33
MSI,laptop,39,65200.0,89,new,32,512,1,0,48009.59
Oppo,phone,57,43100.0,93,new,16,256,0,1,22653.7
Lenovo,laptop,22,52100.0,30,fair,32,256,0,0,35432.13
Asus,laptop,59,42000.0,69,excellent,64,256,0,0,20707.02
OnePlus,phone,50,36400.0,57,good,12,256,1,0,19103.25
Asus,laptop,37,70000.0,8,poor,16,1024,1,1,37273.41
Samsung,phone,51,37400.0,99,new,4,64,0,0,22628.51
Acer,laptop,53,84100.0,74,excellent,4,256,1,1,45919.1
Apple,phone,9,148000.0,71,excellent,6,256,1,0,137054.71
Acer,laptop,31,75000.0,50,good,4,1024,0,0,48596.04
Oppo,phone,35,43900.0,37,fair,12,256,1,0,26526.81
Oppo,phone,53,10000.0,96,new,16,128,0,1,5565.28
MSI,laptop,22,164300.0,44,fair,32,1024,0,0,120337.54
MSI,laptop,1,77100.0,38,fair,64,1024,0,0,77428.8
Samsung,phone,3,66700.0,45,fair,16,512,0,0,61524.4
Realme,phone,13,30200.0,11,poor,8,64,0,0,22916.13
Samsung,phone,53,78400.0,86,new,8,512,0,1,43369.33
OnePlus,phone,26,74800.0,85,excellent,16,64,1,1,54908.89
Oppo,phone,18,19800.0,67,excellent,6,128,1,0,16736.5
Dell,laptop,48,75100.0,96,new,64,512,0,0,45495.86
MSI,laptop,14,111000.0,93,new,4,512,0,0,103133.99
MSI,laptop,4,73300.0,18,poor,8,256,1,1,63327.31
Apple,laptop,54,135100.0,77,excellent,4,1024,1,0,73110.31
MSI,laptop,43,160700.0,75,excellent,16,1024,1,2,97740.59
OnePlus,phone,24,61100.0,71,excellent,16,512,0,2,45258.33
Asus,laptop,21,69400.0,10,poor,8,512,1,0,47544.74
Acer,laptop,31,81000.0,27,fair,32,512,0,0,52065.17
OnePlus,phone,60,61200.0,76,excellent,8,128,1,1,28026.86
Acer,laptop,23,84100.0,31,fair,4,512,1,1,60083.25
Lenovo,laptop,20,89900.0,31,fair,16,256,0,0,67119.3
Oppo,phone,47,14500.0,46,good,6,64,0,2,6594.77
Xiaomi,phone,43,31100.0,95,new,6,256,1,0,21400.26
Realme,phone,38,12500.0,82,excellent,12,256,1,1,7916.11
Asus,laptop,27,105400.0,83,excellent,4,1024,1,1,82653.97
Apple,laptop,57,123000.0,73,excellent,4,1024,0,2,54837.63
Asus,laptop,1,42400.0,14,poor,4,256,0,0,37668.15
OnePlus,phone,47,33300.0,63,good,4,128,1,2,17212.83
HP,laptop,25,60500.0,79,excellent,64,512,0,0,45949.1
Asus,laptop,27,91500.0,85,excellent,4,1024,1,0,75571.51
Apple,phone,20,66000.0,7,poor,32,64,1,0,45870.06
Samsung,phone,16,55700.0,55,good,32,64,0,1,43440.24
Samsung,phone,12,91800.0,96,new,4,512,1,3,79778.27
Vivo,phone,37,18400.0,54,good,6,512,0,0,11461.43
Acer,laptop,11,67400.0,64,good,64,256,1,0,60750.1
Apple,phone,60,91400.0,13,poor,6,128,1,0,34408.45
Samsung,phone,56,81500.0,87,new,16,128,0,0,42339.7
Apple,phone,35,80600.0,65,good,4,128,0,0,54037.64
HP,laptop,26,58400.0,69,excellent,4,1024,1,1,41000.06
Lenovo,laptop,43,65400.0,18,poor,16,512,0,0,34363.52
Vivo,phone,30,26500.0,33,fair,12,128,1,1,16663.79
MSI,laptop,23,178800.0,100,new,16,256,1,1,150942.65
Dell,laptop,19,67000.0,95,new,64,1024,0,0,59939.21
MSI,laptop,51,159000.0,27,fair,8,1024,1,2,69262.3
Lenovo,laptop,23,89600.0,67,excellent,16,256,1,0,68059.18
OnePlus,phone,56,78700.0,58,good,32,64,1,0,38481.42
OnePlus,phone,55,46200.0,51,good,6,256,1,1,21710.48
Apple,laptop,55,165500.0,98,new,32,256,0,0,94772.11
Realme,phone,15,32500.0,62,good,6,512,0,1,25917.97
MSI,laptop,14,200000.0,30,fair,8,1024,0,1,148746.61
Oppo,phone,37,41600.0,24,poor,16,512,1,1,22571.76
Apple,phone,46,133200.0,98,new,12,512,0,0,85204.77
Samsung,phone,47,44400.0,44,fair,12,64,1,2,21744.79
Samsung,phone,27,38600.0,13,poor,16,256,0,0,24762.92
Lenovo,laptop,60,48600.0,45,fair,64,512,0,0,21532.1
Acer,laptop,57,65800.0,11,poor,32,256,1,0,26699.21
Lenovo,laptop,24,81900.0,69,excellent,4,256,1,0,65000.46
Acer,laptop,55,44300.0,29,fair,64,256,0,0,18920.83
MSI,laptop,45,69100.0,70,excellent,16,512,0,0,42514.08
MSI,laptop,32,177500.0,57,good,32,1024,0,0,115835.15
Realme,phone,26,28300.0,18,poor,4,512,0,0,18646.28
Asus,laptop,41,80700.0,86,new,64,256,1,2,50867.89
OnePlus,phone,55,43700.0,82,excellent,6,64,1,1,24090.92
Apple,laptop,24,166100.0,34,fair,16,512,0,0,115479.83
Apple,laptop,21,195300.0,85,excellent,4,512,1,0,170289.29
Oppo,phone,46,22700.0,96,new,8,512,1,0,15164.9
Apple,phone,54,62600.0,94,new,12,64,1,3,30638.25
OnePlus,phone,22,64000.0,28,fair,8,64,0,0,46459.42
Lenovo,laptop,55,77800.0,35,fair,64,512,0,1,33149.93
MSI,laptop,6,64100.0,21,poor,8,512,0,0,53661.68
Realme,phone,52,26200.0,72,excellent,4,512,0,0,13616.95
Vivo,phone,10,15500.0,15,poor,4,64,0,0,12693.83
Dell,laptop,12,89800.0,91,new,64,512,0,0,82853.03
Acer,laptop,27,65600.0,96,new,8,1024,1,0,53046.44
Vivo,phone,50,29200.0,74,excellent,16,512,0,1,15454.07
Acer,laptop,52,27100.0,83,excellent,4,1024,1,2,14174.29
OnePlus,phone,16,66600.0,45,fair,6,512,1,1,49178.62
Samsung,phone,8,78500.0,16,poor,16,128,1,0,62364.26
HP,laptop,4,103300.0,39,fair,4,512,1,1,90615.4
Realme,phone,9,24900.0,56,good,32,128,1,0,21294.76
Acer,laptop,36,44800.0,43,fair,64,512,1,0,26983.72
Realme,phone,6,25000.0,62,good,12,256,1,0,23628.35
Apple,phone,57,81400.0,69,excellent,16,128,1,0,41592.66
OnePlus,phone,35,47200.0,86,new,4,128,0,0,33444.6
Apple,laptop,17,168300.0,73,excellent,16,512,0,0,145827.6
Asus,laptop,48,96500.0,54,good,64,512,1,0,52541.41
Samsung,phone,47,58000.0,51,good,4,256,1,0,34214.54
MSI,laptop,55,139300.0,54,good,4,1024,1,0,69743.94
MSI,laptop,54,133200.0,76,excellent,32,1024,0,0,71464.21
MSI,laptop,20,196800.0,58,good,16,512,0,0,155289.27
Lenovo,laptop,8,70100.0,55,good,8,512,1,3,56881.15
MSI,laptop,47,145600.0,6,poor,8,512,0,0,68680.0
Realme,phone,31,19900.0,47,good,8,256,0,0,13367.54
Realme,phone,7,17800.0,53,good,6,256,1,0,16961.22
Samsung,phone,56,82500.0,57,good,16,64,1,0,39864.02
Xiaomi,phone,45,11500.0,34,fair,4,128,1,2,5438.65
HP,laptop,15,87400.0,45,fair,8,256,1,3,59734.1
Oppo,phone,31,14100.0,80,excellent,6,64,1,0,10660.4
Vivo,phone,40,15900.0,49,good,8,64,0,0,9483.34
Oppo,phone,47,18100.0,24,poor,8,64,0,0,8954.22
Samsung,phone,1,27800.0,48,good,4,512,1,1,28327.97
Oppo,phone,26,39600.0,29,fair,16,512,1,0,28260.08
Lenovo,laptop,44,98300.0,75,excellent,64,256,1,0,64132.66
Asus,laptop,58,41700.0,47,good,32,256,1,0,19508.67
Lenovo,laptop,43,52800.0,11,poor,16,256,1,0,26654.48
Realme,phone,57,13600.0,7,poor,4,128,0,0,5173.93
Oppo,phone,1,36500.0,75,excellent,4,128,0,0,36274.39
Lenovo,laptop,21,58900.0,26,fair,16,1024,0,0,43082.25
Asus,laptop,45,72000.0,77,excellent,64,256,1,1,45227.44
Samsung,phone,33,50500.0,50,good,16,512,1,2,32106.17
Asus,laptop,21,94400.0,7,poor,64,512,1,0,63045.03
Acer,laptop,21,26700.0,87,new,4,1024,1,0,22833.59
Dell,laptop,14,59100.0,55,good,64,1024,1,0,48690.74
Apple,laptop,58,189600.0,88,new,32,256,1,0,108061.61
Apple,laptop,54,83800.0,98,new,16,1024,1,0,50854.31
OnePlus,phone,16,27300.0,53,good,8,256,0,0,22116.88
Lenovo,laptop,18,78400.0,37,fair,16,512,0,1,55469.0
Apple,phone,49,140000.0,27,fair,6,128,1,0,72697.52
Lenovo,laptop,26,45000.0,28,fair,32,1024,0,0,28549.25
Asus,laptop,24,96300.0,55,good,4,1024,0,0,73446.35
Apple,laptop,25,162600.0,55,good,16,512,1,0,117285.58
Vivo,phone,34,15800.0,13,poor,4,64,1,2,8257.62
Samsung,phone,32,62300.0,46,good,8,128,1,0,42809.52
Acer,laptop,22,44600.0,56,good,32,1024,1,0,33030.9
Lenovo,laptop,57,49100.0,23,poor,16,256,1,0,20811.42
Dell,laptop,7,91700.0,7,poor,32,1024,0,0,71602.34
HP,laptop,16,79900.0,72,excellent,32,1024,1,0,68779.14
Apple,phone,42,131000.0,75,excellent,8,512,1,1,85112.35
Samsung,phone,15,31500.0,40,fair,6,64,1,0,25212.73
Xiaomi,phone,24,11200.0,46,good,12,64,0,0,8355.35
Dell,laptop,44,109100.0,60,good,32,1024,0,0,64480.05
Vivo,phone,12,26700.0,74,excellent,12,64,0,0,22210.8
OnePlus,phone,41,74500.0,86,new,8,128,1,0,49756.26
Samsung,phone,28,91900.0,68,excellent,16,256,1,1,68107.09
Apple,laptop,28,80500.0,99,new,16,512,0,0,65163.97
OnePlus,phone,14,26800.0,57,good,32,256,0,0,22430.03
OnePlus,phone,52,29300.0,23,poor,32,512,1,0,13379.29
Apple,laptop,8,100800.0,71,excellent,64,256,0,1,89735.25
MSI,laptop,6,174800.0,57,good,4,1024,1,0,167464.19
Apple,laptop,49,96800.0,23,poor,8,1024,0,0,45853.58
Vivo,phone,47,16400.0,81,excellent,32,64,1,0,10514.73
Xiaomi,phone,39,27000.0,30,fair,12,128,1,1,14346.82
Dell,laptop,8,103200.0,63,good,8,1024,1,0,92590.41
Dell,laptop,8,97000.0,96,new,64,512,1,0,98209.43
Samsung,phone,17,56100.0,99,new,16,256,0,0,51230.4
MSI,laptop,34,83200.0,24,poor,64,512,0,0,46831.38
Lenovo,laptop,19,93900.0,21,poor,8,256,1,0,66804.23
Vivo,phone,10,32400.0,58,good,8,128,1,0,28115.04
Vivo,phone,31,9100.0,37,fair,12,512,1,1,5622.07
Vivo,phone,38,15900.0,35,fair,4,64,1,0,9831.3
Realme,phone,2,33800.0,21,poor,8,256,0,0,29716.2
Asus,laptop,1,51600.0,21,poor,16,512,1,0,46618.63
Asus,laptop,36,94200.0,84,excellent,4,1024,0,0,62652.0
Acer,laptop,44,78300.0,47,good,64,512,1,2,41700.69
Samsung,phone,46,65100.0,16,poor,12,128,0,0,31035.35
Asus,laptop,39,66500.0,39,fair,64,512,1,0,40466.59
Asus,laptop,38,79700.0,27,fair,32,1024,1,2,43304.39
Realme,phone,2,9000.0,40,fair,6,64,0,0,8684.89
Apple,phone,53,137300.0,30,fair,16,64,1,0,61916.96
Asus,laptop,52,125800.0,100,new,16,1024,1,0,78142.18
Asus,laptop,15,62200.0,71,excellent,64,256,1,0,54956.87
HP,laptop,5,85900.0,9,poor,4,256,0,0,75230.83
Dell,laptop,49,72900.0,53,good,32,256,0,1,35892.95
Vivo,phone,2,38800.0,45,fair,16,64,0,2,34346.31
Vivo,phone,47,29200.0,43,fair,32,128,1,0,15672.99
Realme,phone,53,25900.0,29,fair,12,256,1,0,11758.76
OnePlus,phone,19,79100.0,99,new,4,256,1,0,71291.71
Asus,laptop,36,119100.0,100,new,32,256,0,1,81336.11
Xiaomi,phone,28,32000.0,91,new,8,128,1,0,25184.31
Samsung,phone,18,47400.0,50,good,6,256,0,2,33073.42
Dell,laptop,42,119000.0,80,excellent,4,1024,0,1,72669.93
Samsung,phone,56,73800.0,97,new,8,128,0,0,39451.48
Apple,laptop,30,125400.0,38,fair,32,512,0,0,80511.07
Vivo,phone,27,21200.0,35,fair,8,64,0,0,13618.1
MSI,laptop,42,61600.0,31,fair,4,512,1,0,35309.45
Asus,laptop,28,38800.0,87,new,4,512,0,0,30012.94
OnePlus,phone,10,51800.0,53,good,32,512,1,0,43125.18
OnePlus,phone,30,55500.0,48,good,16,512,1,0,39905.94
Oppo,phone,12,14000.0,40,fair,12,256,1,0,11660.83
Apple,phone,17,117100.0,87,new,32,512,1,0,98665.56
Xiaomi,phone,17,19400.0,66,excellent,16,512,1,2,14397.52
Dell,laptop,36,68900.0,81,excellent,64,256,1,1,47321.27
Apple,phone,43,100100.0,30,fair,32,64,1,0,56210.74
Xiaomi,phone,2,27500.0,23,poor,6,128,0,1,25471.76
Oppo,phone,6,16900.0,60,good,12,256,0,3,14878.39
Oppo,phone,42,18100.0,18,poor,8,512,0,0,9753.09
Acer,laptop,57,28000.0,52,good,32,512,0,0,12375.3
MSI,laptop,29,188900.0,66,excellent,64,256,0,1,123666.18
Xiaomi,phone,38,10700.0,61,good,32,256,1,0,6722.63
Oppo,phone,15,19700.0,89,new,8,64,1,0,17816.4
Apple,laptop,1,172100.0,97,new,4,512,1,0,168730.87
Xiaomi,phone,16,34300.0,22,poor,16,256,0,1,23879.98
Lenovo,laptop,38,50400.0,53,good,8,1024,1,1,30710.54
Dell,laptop,21,63700.0,89,new,64,512,1,0,52166.7
Oppo,phone,5,24500.0,51,good,6,128,0,1,20996.14
Apple,phone,1,59200.0,99,new,8,512,0,0,60898.94
Vivo,phone,11,18400.0,88,new,4,128,1,2,15430.49
Xiaomi,phone,54,35700.0,57,good,16,512,1,0,18965.44
Xiaomi,phone,51,26000.0,44,fair,4,128,0,0,13359.29
OnePlus,phone,30,74500.0,66,excellent,4,128,1,0,54847.83
Asus,laptop,7,116500.0,15,poor,64,1024,0,0,91773.3
Apple,phone,19,70000.0,15,poor,4,64,1,0,49689.39
Oppo,phone,27,40000.0,89,new,32,128,1,0,31967.34
Oppo,phone,6,11500.0,56,good,16,512,1,2,10485.05
Apple,laptop,30,129100.0,14,poor,64,1024,1,1,76582.8
Samsung,phone,29,58800.0,5,poor,6,64,0,0,33822.37
Acer,laptop,38,53400.0,15,poor,4,256,0,0,28868.68
Lenovo,laptop,23,39800.0,22,poor,16,256,0,0,26707.1
Acer,laptop,43,77700.0,12,poor,16,256,1,0,39015.93
OnePlus,phone,12,76400.0,50,good,12,512,0,1,61356.76
MSI,laptop,37,89000.0,71,excellent,64,512,1,1,58106.66
Asus,laptop,31,126100.0,99,new,64,1024,0,0,95999.61
Apple,phone,33,79200.0,68,excellent,12,64,0,0,54616.76
Apple,phone,32,110800.0,8,poor,8,512,1,1,60081.7
MSI,laptop,18,186300.0,14,poor,16,1024,0,0,128857.78
Apple,phone,19,82700.0,95,new,12,256,1,0,75097.07
Xiaomi,phone,41,26900.0,25,poor,16,256,0,0,15040.3
Vivo,phone,3,38800.0,39,fair,16,512,0,3,32391.57
Vivo,phone,21,34800.0,21,poor,8,512,0,0,25024.06
MSI,laptop,20,123300.0,11,poor,32,1024,0,0,86914.9
Lenovo,laptop,35,38600.0,19,poor,8,256,0,1,19993.54
OnePlus,phone,14,60100.0,6,poor,32,128,0,0,41164.56
Dell,laptop,22,45800.0,99,new,16,1024,0,0,38779.51
OnePlus,phone,56,60600.0,57,good,4,256,0,1,28482.52
Apple,phone,16,82900.0,77,excellent,12,64,1,0,72559.82
Samsung,phone,57,24700.0,37,fair,32,128,1,1,10409.24
Vivo,phone,30,20400.0,36,fair,4,512,0,0,13025.84
OnePlus,phone,37,50700.0,41,fair,6,512,0,0,31859.99
Apple,laptop,45,164100.0,41,fair,64,512,0,0,87111.29
Oppo,phone,26,42100.0,79,excellent,8,64,0,0,31564.65
Vivo,phone,55,35800.0,10,poor,32,512,1,2,12317.75
Asus,laptop,24,36100.0,35,fair,4,512,0,1,24973.37
Dell,laptop,55,106900.0,25,poor,64,512,0,0,47357.92
Samsung,phone,46,20600.0,78,excellent,8,256,1,2,11819.47
Acer,laptop,37,50600.0,14,poor,4,512,0,0,28669.52
Samsung,phone,52,79900.0,54,good,4,512,0,0,39621.98
HP,laptop,16,77000.0,37,fair,16,256,1,0,62001.34
HP,laptop,27,91700.0,57,good,64,256,1,0,67070.84
Dell,laptop,11,110900.0,86,new,16,512,1,2,93536.19
Asus,laptop,41,114300.0,100,new,16,256,1,2,72379.87
Realme,phone,55,34800.0,50,good,4,128,1,0,16852.21
Realme,phone,40,17800.0,51,good,12,128,1,3,9309.97
Acer,laptop,28,89100.0,8,poor,32,512,1,1,50761.64
Xiaomi,phone,25,28400.0,62,good,6,256,0,0,21145.64
Apple,laptop,50,157700.0,59,good,32,256,0,2,72066.97
OnePlus,phone,27,30100.0,8,poor,4,128,1,0,18412.99
Samsung,phone,2,78100.0,69,excellent,8,256,1,0,77274.37
Apple,laptop,35,196900.0,81,excellent,4,512,0,0,138298.5
OnePlus,phone,58,34700.0,50,good,6,128,1,1,14754.27
Xiaomi,phone,31,33200.0,45,fair,32,512,0,0,21176.89
Dell,laptop,48,97100.0,21,poor,8,1024,0,0,44898.54
HP,laptop,56,105300.0,58,good,4,512,1,2,48222.83
Realme,phone,53,32800.0,45,fair,4,512,0,0,15548.62
Acer,laptop,21,85600.0,36,fair,16,256,1,1,58070.92
HP,laptop,26,88400.0,40,fair,8,512,0,0,62465.0
Acer,laptop,21,26500.0,74,excellent,8,1024,1,0,22328.94
Lenovo,laptop,8,77700.0,64,good,4,1024,0,1,67230.38
Dell,laptop,37,56100.0,48,good,4,256,0,0,33492.37
Samsung,phone,19,50900.0,78,excellent,16,512,0,0,42132.5
OnePlus,phone,14,76400.0,11,poor,12,128,1,0,55906.36
Xiaomi,phone,27,12200.0,88,new,16,128,1,0,9874.06
HP,laptop,9,31900.0,87,new,32,1024,0,0,29176.41
HP,laptop,47,51400.0,36,fair,64,1024,1,2,23762.14
Oppo,phone,14,12800.0,100,new,4,64,0,0,11618.69
Vivo,phone,52,20600.0,75,excellent,4,512,1,0,11898.94
Asus,laptop,55,56200.0,25,poor,64,512,1,0,26217.96
Asus,laptop,37,99600.0,19,poor,16,512,1,0,55709.15
Apple,phone,55,64500.0,50,good,16,64,1,0,33291.61
Samsung,phone,47,93200.0,21,poor,4,128,1,0,44544.63
HP,laptop,55,34500.0,66,excellent,4,512,1,1,16758.45
OnePlus,phone,23,58000.0,6,poor,16,128,0,0,36689.57
Dell,laptop,5,82700.0,50,good,8,1024,0,0,76834.64
Vivo,phone,58,25400.0,31,fair,6,256,1,0,11025.66
Asus,laptop,45,75700.0,46,good,32,256,1,0,43643.51
MSI,laptop,43,71900.0,99,new,64,1024,1,1,47732.91
Oppo,phone,52,36700.0,41,fair,4,128,1,0,17923.86
Xiaomi,phone,30,11500.0,49,good,12,64,0,0,7382.24
Oppo,phone,54,16500.0,33,fair,12,64,1,0,7961.61
Oppo,phone,45,39600.0,88,new,6,256,0,0,25119.65
Oppo,phone,56,19800.0,93,new,6,512,1,1,10899.68
Apple,laptop,18,164800.0,25,poor,32,256,0,0,116052.37
HP,laptop,46,84400.0,16,poor,8,256,1,0,43265.74
Dell,laptop,46,88500.0,47,good,32,512,0,0,48492.01
Xiaomi,phone,55,8800.0,61,good,8,512,0,1,4115.4
Samsung,phone,40,70100.0,18,poor,4,256,1,0,39800.96
Apple,phone,21,62600.0,68,excellent,32,256,0,0,48665.65
Samsung,phone,59,75900.0,22,poor,12,64,1,0,31108.71
Acer,laptop,46,62900.0,81,excellent,4,256,0,0,39419.95
Acer,laptop,58,47900.0,40,fair,32,256,1,0,21475.63
Dell,laptop,33,61000.0,30,fair,64,256,0,0,38804.51
MSI,laptop,33,75800.0,87,new,32,512,0,0,55295.13
MSI,laptop,33,127700.0,77,excellent,64,1024,0,2,82929.31
Vivo,phone,2,22700.0,34,fair,12,128,0,0,22208.16
Apple,phone,23,52800.0,65,good,8,256,1,0,42202.4
Dell,laptop,33,70500.0,13,poor,64,256,0,1,37452.34
OnePlus,phone,46,48800.0,70,excellent,16,256,1,0,29785.2
Samsung,phone,32,62700.0,19,poor,4,128,0,0,36723.79
Apple,phone,26,71500.0,60,good,4,128,1,1,49263.15
Samsung,phone,4,85400.0,86,new,4,64,1,0,85223.86
Acer,laptop,28,26200.0,14,poor,32,512,0,0,15736.54
Asus,laptop,7,72100.0,92,new,32,1024,1,0,68675.27
Lenovo,laptop,34,40900.0,19,poor,32,1024,0,0,24370.95
Acer,laptop,4,34600.0,14,poor,4,512,1,2,27649.37
Apple,phone,41,109000.0,31,fair,16,512,0,1,54346.81
Acer,laptop,13,74100.0,84,excellent,16,512,0,2,63609.01
Lenovo,laptop,37,80200.0,29,fair,64,1024,0,1,46138.63
HP,laptop,28,98300.0,14,poor,4,512,1,0,63309.19
Xiaomi,phone,27,19200.0,62,good,4,128,0,0,14227.11
Xiaomi,phone,19,22000.0,92,new,6,64,1,0,19059.48
Samsung,phone,45,26100.0,65,good,4,128,0,0,15290.31
Samsung,phone,28,76000.0,86,new,8,256,0,1,57004.06
Apple,laptop,56,124900.0,52,good,64,512,1,0,64030.45
Apple,laptop,49,193200.0,90,new,16,1024,0,0,115556.76
Asus,laptop,50,103300.0,71,excellent,64,1024,1,0,58061.41
MSI,laptop,8,105200.0,26,fair,32,256,1,0,87672.07
Apple,phone,39,82000.0,16,poor,32,512,0,1,39707.24
HP,laptop,14,70600.0,12,poor,8,1024,0,0,51273.83
Lenovo,laptop,42,94800.0,50,good,4,1024,1,0,58364.85
Samsung,phone,47,20900.0,77,excellent,16,128,0,1,11789.31
Lenovo,laptop,45,64800.0,98,new,8,1024,0,1,39816.26
Apple,laptop,35,182600.0,39,fair,16,512,1,0,112509.56
Xiaomi,phone,30,35200.0,93,new,6,512,1,0,28391.47
Asus,laptop,44,45400.0,18,poor,4,512,0,0,22863.2
Dell,laptop,16,111600.0,57,good,8,1024,0,1,89406.17
Oppo,phone,58,14500.0,90,new,4,128,1,0,8116.4
HP,laptop,31,40600.0,5,poor,64,512,0,0,24220.65
Oppo,phone,31,22100.0,95,new,4,256,0,1,16428.5
HP,laptop,13,71200.0,84,excellent,8,1024,0,0,60964.54
Samsung,phone,18,85200.0,97,new,8,512,1,0,76072.51
Apple,laptop,52,85100.0,58,good,8,1024,1,0,44146.12
Xiaomi,phone,15,28200.0,85,excellent,4,256,1,2,22426.84
Apple,laptop,25,157500.0,95,new,32,512,0,0,126295.73
Xiaomi,phone,58,10000.0,35,fair,12,256,0,0,4420.39
Xiaomi,phone,5,19400.0,16,poor,4,128,1,1,16222.15
Samsung,phone,42,22700.0,70,excellent,16,128,0,0,14746.85
Realme,phone,29,15000.0,48,good,32,64,0,1,9727.31
Dell,laptop,32,71500.0,14,poor,4,512,1,1,40882.32
Asus,laptop,29,68700.0,57,good,8,256,1,0,47541.9
MSI,laptop,22,127500.0,74,excellent,16,512,1,0,98941.94
Apple,phone,16,105900.0,17,poor,32,512,1,0,76780.84
Lenovo,laptop,39,34300.0,64,good,32,512,0,0,21420.24
OnePlus,phone,19,73000.0,22,poor,6,512,1,0,50598.73
Xiaomi,phone,48,20800.0,70,excellent,12,256,0,2,10411.67
Dell,laptop,30,44100.0,93,new,32,512,1,0,32845.41
Asus,laptop,42,114000.0,97,new,32,512,1,0,79990.14
